action,alert,assigned_project,change,department,device,document,employee_id,event_type,file,instrument,name,office,recipient_department,record,role,security_clearance,status,system,timestamp
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-098,file_access,HELIX_Regulatory_Briefing_Package.docx,,Janet Rodriguez,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 14:47:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-107,file_access,HELIX_Regulatory_Briefing_Package.docx,,Katie Hooper,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 14:47:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-129,file_access,GP217_Assay_Results.csv,,Deborah Bradley,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 14:47:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-136,file_access,GP217_Assay_Results.csv,,Steven Roth,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 14:47:00
Send,,HELIX,,Regulatory Affairs,,,RA-003,teams_message,,,Johnathan Marshall,Boston,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 14:47:00
Send,,Analytical Chemistry,,Research,,,RS-099,teams_message,,,Barbara Orr,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 14:48:00
Send,,Procurement,,Finance,,,FA-024,teams_message,,,Steven Walton,Boston,Executive Leadership,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-09 14:48:00
Review Findings,,Infrastructure,,Information Technology,,,IT-032,vulnerability_review,,,Sara Hernandez,Tucson,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-09 14:48:00
Send,,HELIX,,Research,,,RS-090,teams_message,,,Brianna Davis,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 14:49:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-012,teams_message,,,Monica Howard,Tucson,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 14:49:00
Review,,HELIX,,Regulatory Affairs,,FDA Submission Draft,RA-013,document_review,FDA_Submission_Draft_v5.docx,,William Powell,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 14:49:00
Approve,,Budget Planning,,Finance,,,FA-023,procurement_review,,,Zachary Becker,Tucson,,Purchase Order PO-1048,Finance Analyst,Confidential,Approved,ERP,2026-01-09 14:49:00
Calibrate,,Laboratory Operations,,Research,,,LT-011,instrument_use,,Centrifuge-03,Leslie Mejia,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 14:50:00
Send,,Procurement,,Finance,,,FA-024,teams_message,,,Steven Walton,Boston,Executive Leadership,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-09 14:50:00
Send,,Clinical Support,,Research,,,RS-080,teams_message,,,Scott Figueroa,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 14:51:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-117,file_access,GP217_Assay_Results.csv,,Jamie Ochoa,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 14:51:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-082,file_access,GP217_Assay_Results.csv,,Jermaine Ramirez,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 14:52:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-006,file_access,HELIX_Regulatory_Briefing_Package.docx,,Jennifer Lewis,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 14:53:00
Review Group Membership,,Infrastructure,,Information Technology,,,IT-013,identity_management,,,James Cooper,Tucson,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-09 14:53:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-046,file_access,HELIX_Regulatory_Briefing_Package.docx,,Angelica Sullivan,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 14:54:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-086,file_access,HELIX_Regulatory_Briefing_Package.docx,,Marie Wright,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 14:54:00
Send,,HELIX,,Regulatory Affairs,,,RA-004,teams_message,,,Peggy Jordan,Boston,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 14:54:00
Calibrate,,Laboratory Operations,,Research,,,LT-011,instrument_use,,Centrifuge-03,Leslie Mejia,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 14:55:00
Update,,HELIX,,Research,,,LT-042,record_update,,,Paul Campos,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-09 14:55:00
Send,,Payroll,,Finance,,,FA-009,teams_message,,,Debra Fisher,Tucson,Human Resources,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-09 14:55:00
Open,,Budget Planning,,Finance,,Quarterly Forecast,FA-020,financial_report_access,Quarterly_Forecast_Q2.pdf,,Carol King,Boston,,,Finance Analyst,Confidential,,Financial Reporting,2026-01-09 14:55:00
Create,,Benefits,,Human Resources,,New Hire Onboarding Checklist,HR-021,onboarding_task,,,Robert Harris,Tucson,,,Human Resources Specialist,Restricted,In Progress,HRIS,2026-01-09 14:55:00
Send,,Cloud Migration,,Information Technology,,,IT-027,teams_message,,,Rodney Blackburn,Tucson,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-09 14:55:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-035,file_access,GP217_Assay_Results.csv,,Leslie Burton,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 14:56:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-017,teams_message,,,Michael Gutierrez,Boston,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 14:56:00
Approve,,Budget Planning,,Finance,,,FA-003,procurement_review,,,Kimberly Kramer,Boston,,Purchase Order PO-1048,Finance Analyst,Confidential,Approved,ERP,2026-01-09 14:56:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-016,file_access,HELIX_Regulatory_Briefing_Package.docx,,Peter Johnston,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 14:57:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-034,file_access,GP217_Assay_Results.csv,,Tonya Davis,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 14:57:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-070,file_access,HELIX_Regulatory_Briefing_Package.docx,,Melanie Williams,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 14:57:00
Send,,Analytical Chemistry,,Research,,,RS-122,teams_message,,,Sarah Owens,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 14:57:00
Send,,Budget Planning,,Finance,,,FA-033,teams_message,,,Carl Johnson,Boston,Executive Leadership,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-09 14:57:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-045,file_access,HELIX_Regulatory_Briefing_Package.docx,,Thomas Butler,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 14:58:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-012,teams_message,,,Monica Howard,Tucson,Quality Assurance,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 14:58:00
Approve Patch Deployment,,Infrastructure,,Information Technology,,,IT-013,patch_management,,,James Cooper,Tucson,,Windows Security Updates,IT Security Administrator,Trade Secret,Scheduled,Microsoft Intune,2026-01-09 14:58:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-111,file_access,GP217_Assay_Results.csv,,Michael Bryant,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 15:00:00
Send,,Biomarker Discovery,,Research,,,RS-133,teams_message,,,Melissa French,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 15:00:00
Update,,HELIX,,Research,,,LT-039,record_update,,,Kirsten Collins,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-09 15:00:00
Reset Password,,Identity Modernization,,Information Technology,,,IT-020,identity_management,,,Joshua Gray,Tucson,,Employee Account,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-09 15:00:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-005,file_access,GP217_Assay_Results.csv,,Roger Silva,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 15:01:00
Review,,Procurement,,Finance,,Payroll Reconciliation,FA-030,payroll_review,Payroll_Reconciliation.csv,,Molly Moore,Tucson,,,Finance Analyst,Confidential,,Payroll System,2026-01-09 15:01:00
Reset Password,,Identity Modernization,,Information Technology,,,IT-004,identity_management,,,Edward Schmitt,Tucson,,Employee Account,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-09 15:01:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-037,file_access,GP217_Assay_Results.csv,,Karen Shaw,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 15:02:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-056,file_access,HELIX_Regulatory_Briefing_Package.docx,,David Keller,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 15:02:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-099,file_access,GP217_Assay_Results.csv,,Barbara Orr,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 15:02:00
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-109,file_access,HELIX_Regulatory_Briefing_Package.docx,,Margaret Marsh,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 15:02:00
Approve,,Procurement,,Finance,,,FA-005,procurement_review,,,Richard Martinez,Tucson,,Purchase Order PO-1048,Finance Analyst,Confidential,Approved,ERP,2026-01-09 15:02:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-044,file_access,HELIX_Regulatory_Briefing_Package.docx,,Mary Cisneros,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 15:03:00
Operate,,Sample Processing,,Research,,,LT-033,instrument_use,,Mass Spectrometer-02,Christine Rice,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 15:03:00
Review,,Research Portfolio,,Executive Leadership,,Quarterly Financial Forecast,EX-002,financial_report_access,Quarterly_Forecast_Q1.pdf,,James Johnson,Boston,,,Executive Leadership,Trade Secret,,Financial Reporting,2026-01-09 15:03:00
Review,,Technology Modernization,,Executive Leadership,,Quarterly Financial Forecast,EX-005,financial_report_access,Quarterly_Forecast_Q1.pdf,,Cynthia Silva,Boston,,,Executive Leadership,Trade Secret,,Financial Reporting,2026-01-09 15:03:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-034,file_access,GP217_Sample_Tracking_Record.csv,,Tonya Davis,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 15:04:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-010,file_access,HELIX_Regulatory_Briefing_Package.docx,,Michelle Jones,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 15:05:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-118,file_access,HELIX_Regulatory_Briefing_Package.docx,,Jamie Bennett,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 15:05:00
Review,,HELIX,,Research,,Quality Control Checklist,LT-040,file_access,QC_Checklist_v3.pdf,,Marcus Tucker,Tucson,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-09 15:05:00
Update,,Sample Processing,,Research,,,LT-043,record_update,,,Logan Sanchez,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-09 15:05:00
Send,,Budget Planning,,Finance,,,FA-027,teams_message,,,Joseph Lee,Boston,Human Resources,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-09 15:05:00
Review Findings,,Endpoint Security,,Information Technology,,,IT-003,vulnerability_review,,,Marvin Davis,Tucson,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-09 15:06:00
Investigate,Unusual VPN Location,Infrastructure,,Information Technology,,,IT-026,security_alert_review,,,James Clark,Boston,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-09 15:06:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-016,file_access,HELIX_Regulatory_Briefing_Package.docx,,Peter Johnston,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 15:08:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-069,file_access,GP217_Assay_Results.csv,,Karen Mooney,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 15:08:00
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-087,file_access,HELIX_Regulatory_Briefing_Package.docx,,Donna Allen,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 15:08:00
Edit,,HELIX,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-014,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Tyrone Miller,Tucson,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 15:08:00
Send,,Budget Planning,,Finance,,,FA-018,teams_message,,,Jessica Haynes,Boston,Human Resources,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-09 15:08:00
Review,,Payroll,,Finance,,HELIX Budget Review,FA-025,budget_review,HELIX_Budget_Q2.xlsx,,Melissa Jennings,Boston,,,Finance Analyst,Confidential,,ERP,2026-01-09 15:08:00
Calibrate,,HELIX,,Research,,,LT-003,instrument_use,,Centrifuge-03,Mary Blackburn,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 15:09:00
Calibrate,,Laboratory Operations,,Research,,,LT-024,instrument_use,,Centrifuge-03,Sharon Henry,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 15:09:00
Approve,,HELIX,,Regulatory Affairs,,,RA-035,compliance_review,,,Donald Tapia,Tucson,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-09 15:09:00
Review Findings,,Infrastructure,,Information Technology,,,IT-026,vulnerability_review,,,James Clark,Boston,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-09 15:09:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-053,file_access,GP217_Assay_Results.csv,,Jason Robinson,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 15:10:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-077,file_access,GP217_Sample_Tracking_Record.csv,,Maria Hopkins,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 15:10:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-101,file_access,GP217_Sample_Tracking_Record.csv,,Amber Gomez,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 15:10:00
Send,,Laboratory Operations,,Research,,,LT-024,teams_message,,,Sharon Henry,Tucson,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-09 15:10:00
Send,,Clinical Support,,Research,,,RS-119,teams_message,,,Michael Gomez,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 15:11:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-127,file_access,HELIX_Regulatory_Briefing_Package.docx,,Robin Wise,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 15:11:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-031,file_access,GP217_Assay_Results.csv,,Jason Crawford,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 15:12:00
Update,,HELIX,,Regulatory Affairs,,,RA-027,record_update,,,Jeffrey Ellison,Tucson,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-09 15:12:00
Update,,Recruiting,,Human Resources,,Open Enrollment Form,HR-004,benefits_update,Open_Enrolment_Form.pdf,,Lisa Stevens,Boston,,Benefits Case BE-1182,Human Resources Specialist,Restricted,,Benefits Administration,2026-01-09 15:12:00
Review Endpoint Health,,Cloud Migration,,Information Technology,Research-Laptop-042,,IT-028,endpoint_review,,,Kathy Andrade,Boston,,,IT Security Administrator,Trade Secret,Healthy,Microsoft Defender for Endpoint,2026-01-09 15:12:00
Investigate,Unusual VPN Location,Endpoint Security,,Information Technology,,,IT-012,security_alert_review,,,Travis Davies,Boston,,,IT Security Administrator,Trade Secret,Under Review,Microsoft Sentinel,2026-01-09 15:13:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-074,file_access,GP217_Assay_Results.csv,,Sandy Cook,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 15:15:00
Review,,Laboratory Operations,,Research,,Quality Control Checklist,LT-030,file_access,QC_Checklist_v3.pdf,,Christopher Flores,Boston,,,Laboratory Technician,Restricted,,Quality Assurance Portal,2026-01-09 15:15:00
Approve,,Sample Processing,,Research,,,LT-045,record_update,,,John Santos,Boston,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-09 15:15:00
Edit,,HELIX,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-008,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Donna Bell,Tucson,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 15:15:00
Send,,Quality Compliance,,Regulatory Affairs,,,RA-033,teams_message,,,Nicole Taylor,Boston,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 15:15:00
Approve Rule Change,,Endpoint Security,Research VLAN Rule UPdate,Information Technology,,,IT-023,firewall_update,,,Daniel Diaz,Tucson,,,IT Security Administrator,Trade Secret,Approved,Palo Alto Panorama,2026-01-09 15:15:00
Review,,Biomarker Discovery,,Research,,HELIX Regulatory Briefing Package,RS-005,file_access,HELIX_Regulatory_Briefing_Package.docx,,Roger Silva,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 15:16:00
Calibrate,,Sample Processing,,Research,,,LT-004,instrument_use,,Centrifuge-03,Madeline Valentine,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 15:16:00
Send,,Recruiting,,Human Resources,,,HR-025,teams_message,,,Renee Martinez,Boston,Finance,,Human Resources Specialist,Restricted,,Microsoft Teams,2026-01-09 15:16:00
Calibrate,,Laboratory Operations,,Research,,,LT-005,instrument_use,,Centrifuge-03,Christopher Smith,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 15:17:00
Calibrate,,Laboratory Operations,,Research,,,LT-005,instrument_use,,Centrifuge-03,Christopher Smith,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 15:17:00
Approve,,Sample Processing,,Research,,,LT-013,record_update,,,Jill Hall,Tucson,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-09 15:17:00
Calibrate,,Laboratory Operations,,Research,,,LT-037,instrument_use,,Centrifuge-03,Aaron Patterson,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 15:17:00
Approve,,FDA Submission,,Regulatory Affairs,,,RA-040,compliance_review,,,Kristen Oneal,Boston,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-09 15:17:00
Update,,Sample Processing,,Research,,,LT-008,record_update,,,Amy Baker,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-09 15:18:00
Update,,HELIX,,Research,,,LT-035,record_update,,,Toni Santos,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-09 15:18:00
Update,,HELIX,,Research,,,LT-042,record_update,,,Paul Campos,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-09 15:18:00
Edit,,Quality Compliance,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-006,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Howard Conway,Tucson,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-09 15:18:00
Send,,Budget Planning,,Finance,,,FA-033,teams_message,,,Carl Johnson,Boston,Human Resources,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-09 15:18:00
Review,,Payroll,,Finance,,Payroll Reconciliation,FA-035,payroll_review,Payroll_Reconciliation.csv,,Christopher Patterson,Tucson,,,Finance Analyst,Confidential,,Payroll System,2026-01-09 15:18:00
Send,,Cloud Migration,,Information Technology,,,IT-010,teams_message,,,Brenda Malone,Boston,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-09 15:18:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-063,file_access,HELIX_Regulatory_Briefing_Package.docx,,Anthony May,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 15:20:00
Open,,Biomarker Discovery,,Research,,HELIX Assay Protocol,RS-084,file_access,GP217_Assay_Results.csv,,Robert Wilson,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 15:20:00
Approve,,Quality Compliance,,Regulatory Affairs,,,RA-020,compliance_review,,,Krista Hurst,Boston,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-09 15:20:00
Update,,FDA Submission,,Regulatory Affairs,,,RA-023,record_update,,,Michelle Paul,Tucson,,Submission Status,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-09 15:20:00
Review,,Recruiting,,Human Resources,,Research Scientist Candidate List,HR-022,candidate_review,Research_Scientist_Candidates.xlsx,,Gregory Guerrero,Boston,,,Human Resources Specialist,Restricted,,Recruiting Platform,2026-01-09 15:20:00
Reset Password,,Identity Modernization,,Information Technology,,,IT-011,identity_management,,,Kristen Richard,Tucson,,Employee Account,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-09 15:21:00
Review,,Procurement,,Finance,,Payroll Reconciliation,FA-024,payroll_review,Payroll_Reconciliation.csv,,Steven Walton,Boston,,,Finance Analyst,Confidential,,Payroll System,2026-01-09 15:22:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-045,file_access,GP217_Sample_Tracking_Record.csv,,Thomas Butler,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 15:23:00
Send,,Analytical Chemistry,,Research,,,RS-086,teams_message,,,Marie Wright,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 15:23:00
Update,,Laboratory Operations,,Research,,,LT-038,record_update,,,Brett Gardner,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-09 15:23:00
Calibrate,,HELIX,,Research,,,LT-040,instrument_use,,Centrifuge-03,Marcus Tucker,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 15:23:00
Upload,,HELIX,,Regulatory Affairs,,FDA Submission Package,RA-013,document_upload,FDA_Submission_Package_v1.zip,,William Powell,Boston,,,Regulatory Affairs Specialist,Restricted,,Regulatory Document Repository,2026-01-09 15:23:00
Review Group Membership,,Cloud Migration,,Information Technology,,,IT-007,identity_management,,,Sherry Jones,Boston,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-09 15:23:00
Review,,HELIX,,Research,,GP-217 Sample Tracking Record,RS-059,file_access,GP217_Sample_Tracking_Record.csv,,Madeline Nolan,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 15:24:00
Send,,HELIX,,Research,,,LT-007,teams_message,,,David Carroll,Boston,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-09 15:24:00
Approve,,Laboratory Operations,,Research,,,LT-011,record_update,,,Leslie Mejia,Tucson,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-09 15:24:00
Update,,HELIX,,Research,,,LT-014,record_update,,,Nicole Bailey,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-09 15:24:00
Send,,Infrastructure,,Information Technology,,,IT-002,teams_message,,,Kelly Chan,Tucson,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-09 15:24:00
Review Findings,,Cloud Migration,,Information Technology,,,IT-027,vulnerability_review,,,Rodney Blackburn,Tucson,,Weekly Vulnerability Scan,IT Security Administrator,Trade Secret,Open,Qualys VMDR,2026-01-09 15:24:00
Send,,Clinical Support,,Research,,,RS-061,teams_message,,,Laura Lucas,Boston,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-09 15:25:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-128,file_access,HELIX_Regulatory_Briefing_Package.docx,,Katrina Murray,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-09 15:25:00
Approve Rule Change,,Infrastructure,Research VLAN Rule UPdate,Information Technology,,,IT-031,firewall_update,,,Rachael Bullock,Tucson,,,IT Security Administrator,Trade Secret,Approved,Palo Alto Panorama,2026-01-09 15:25:00
Review,,Analytical Chemistry,,Research,,GP-217 Sample Tracking Record,RS-031,file_access,GP217_Sample_Tracking_Record.csv,,Jason Crawford,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-09 15:26:00
Open,,Analytical Chemistry,,Research,,HELIX Assay Protocol,RS-064,file_access,GP217_Assay_Results.csv,,Ricky Moore,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 15:26:00
Operate,,Laboratory Operations,,Research,,,LT-012,instrument_use,,Mass Spectrometer-02,Ashley Martin,Boston,,Calibration Session,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 15:26:00
Send,,HELIX,,Regulatory Affairs,,,RA-014,teams_message,,,Tyrone Miller,Tucson,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-09 15:26:00
Open,,Procurement,,Finance,,Quarterly Forecast,FA-006,financial_report_access,Quarterly_Forecast_Q2.pdf,,Bryan Jones,Tucson,,,Finance Analyst,Confidential,,Financial Reporting,2026-01-09 15:26:00
Send,,Cloud Migration,,Information Technology,,,IT-024,teams_message,,,Aaron Potter,Tucson,Research,,IT Security Administrator,Trade Secret,,Microsoft Teams,2026-01-09 15:26:00
Open,,Clinical Support,,Research,,HELIX Assay Protocol,RS-009,file_access,GP217_Assay_Results.csv,,Ann Garrison,Boston,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-09 15:27:00
Update,,Laboratory Operations,,Research,,,LT-010,record_update,,,Chelsea Miller,Boston,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-09 15:27:00
Send,,Laboratory Operations,,Research,,,LT-011,teams_message,,,Leslie Mejia,Tucson,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-09 15:27:00
Calibrate,,Laboratory Operations,,Research,,,LT-027,instrument_use,,Centrifuge-03,Tina Conley,Tucson,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-09 15:27:00
