action,alert,assigned_project,change,department,device,document,employee_id,event_type,file,instrument,name,office,recipient_department,record,role,security_clearance,status,system,timestamp
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-131,file_access,HELIX_Regulatory_Briefing_Package.docx,,Adam Montgomery,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 16:06:00
Send,,HELIX,,Research,,,LT-003,teams_message,,,Mary Blackburn,Boston,Research,,Laboratory Technician,Restricted,,Microsoft Teams,2026-01-06 16:06:00
Update,,Recruiting,,Human Resources,,Open Enrollment Form,HR-001,benefits_update,Open_Enrolment_Form.pdf,,Michael Wilson,Tucson,,Benefits Case BE-1182,Human Resources Specialist,Restricted,,Benefits Administration,2026-01-06 16:06:00
Approve Patch Deployment,,Cloud Migration,,Information Technology,,,IT-010,patch_management,,,Brenda Malone,Boston,,Windows Security Updates,IT Security Administrator,Trade Secret,Scheduled,Microsoft Intune,2026-01-06 16:06:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-006,file_access,HELIX_Regulatory_Briefing_Package.docx,,Jennifer Lewis,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 16:07:00
Approve,,Sample Processing,,Research,,,LT-026,record_update,,,Robin Wood,Tucson,,Sample Processing Record,Laboratory Technician,Restricted,,LIMS,2026-01-06 16:07:00
Review,,Analytical Chemistry,,Research,,HELIX Regulatory Briefing Package,RS-075,file_access,HELIX_Regulatory_Briefing_Package.docx,,Paula Schwartz,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 16:08:00
Review,,Procurement,,Finance,,HELIX Budget Review,FA-034,budget_review,HELIX_Budget_Q2.xlsx,,Steven Stevens,Boston,,,Finance Analyst,Confidential,,ERP,2026-01-06 16:08:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-005,file_access,GP217_Sample_Tracking_Record.csv,,Roger Silva,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 16:09:00
Upload,,HELIX,,Regulatory Affairs,,FDA Submission Package,RA-016,document_upload,FDA_Submission_Package_v1.zip,,Mathew Patel,Boston,,,Regulatory Affairs Specialist,Restricted,,Regulatory Document Repository,2026-01-06 16:09:00
Create,,Recruiting,,Human Resources,,New Hire Onboarding Checklist,HR-023,onboarding_task,,,Louis Crawford,Tucson,,,Human Resources Specialist,Restricted,In Progress,HRIS,2026-01-06 16:09:00
Review,,HELIX,,Regulatory Affairs,,FDA Submission Draft,RA-015,document_review,FDA_Submission_Draft_v5.docx,,Richard Johns,Tucson,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-06 16:10:00
Review,,Clinical Support,,Research,,HELIX Regulatory Briefing Package,RS-080,file_access,HELIX_Regulatory_Briefing_Package.docx,,Scott Figueroa,Tucson,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 16:11:00
Send,,Clinical Support,,Research,,,RS-106,teams_message,,,Dana Parker,Tucson,Regulatory Affairs,,Research Scientist,Trade Secret,,Microsoft Teams,2026-01-06 16:11:00
Open,,HELIX,,Research,,HELIX Assay Protocol,RS-107,file_access,GP217_Assay_Results.csv,,Katie Hooper,Tucson,,,Research Scientist,Trade Secret,,Electronic Lab Notebook,2026-01-06 16:11:00
Approve,,Quality Compliance,,Regulatory Affairs,,,RA-002,compliance_review,,,James Jones,Boston,,Submission Review #1042,Regulatory Affairs Specialist,Restricted,,Regulatory Compliance Portal,2026-01-06 16:11:00
Open,,Payroll,,Finance,,Quarterly Forecast,FA-009,financial_report_access,Quarterly_Forecast_Q2.pdf,,Debra Fisher,Tucson,,,Finance Analyst,Confidential,,Financial Reporting,2026-01-06 16:11:00
Review Group Membership,,Cloud Migration,,Information Technology,,,IT-007,identity_management,,,Sherry Jones,Boston,,Research Scientists Security Group,IT Security Administrator,Trade Secret,,Microsoft Active Directory,2026-01-06 16:11:00
Review,,HELIX,,Research,,HELIX Regulatory Briefing Package,RS-121,file_access,HELIX_Regulatory_Briefing_Package.docx,,Doris Phillips,Boston,,,Research Scientist,Trade Secret,,Research Share,2026-01-06 16:12:00
Update,,Sample Processing,,Research,,,LT-043,record_update,,,Logan Sanchez,Tucson,,Sample GP217-104,Laboratory Technician,Restricted,,LIMS,2026-01-06 16:12:00
Review,,Biomarker Discovery,,Research,,GP-217 Sample Tracking Record,RS-135,file_access,GP217_Sample_Tracking_Record.csv,,Zachary Obrien,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 16:13:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-138,file_access,GP217_Sample_Tracking_Record.csv,,Austin Lopez,Boston,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 16:13:00
Edit,,HELIX,,Regulatory Affairs,,HELIX Regulatory Briefing Package,RA-029,document_edit,HELIX_Regulatory_Briefing_Package.docx,,Jeffrey Weiss,Tucson,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-06 16:13:00
Review,,Clinical Support,,Research,,GP-217 Sample Tracking Record,RS-106,file_access,GP217_Sample_Tracking_Record.csv,,Dana Parker,Tucson,,,Research Scientist,Trade Secret,,LIMS,2026-01-06 16:14:00
Calibrate,,Sample Processing,,Research,,,LT-002,instrument_use,,Centrifuge-03,Doris Singh,Boston,,Calibration Record 556,Laboratory Technician,Restricted,,Instrument Control Software,2026-01-06 16:14:00
Send,,HELIX,,Regulatory Affairs,,,RA-013,teams_message,,,William Powell,Boston,Research,,Regulatory Affairs Specialist,Restricted,,Microsoft Teams,2026-01-06 16:15:00
Review,,Quality Compliance,,Regulatory Affairs,,FDA Submission Draft,RA-017,document_review,FDA_Submission_Draft_v5.docx,,Michael Gutierrez,Boston,,,Regulatory Affairs Specialist,Restricted,,SharePoint,2026-01-06 16:15:00
Send,,Payroll,,Finance,,,FA-021,teams_message,,,Mary Velasquez,Tucson,Executive Leadership,,Finance Analyst,Confidential,,Microsoft Teams,2026-01-06 16:15:00
,,Biomarker Discovery,,Research,,,RS-002,logout,,,John Wright,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 16:55:00
,,HELIX,,Research,,,RS-066,logout,,,Rachael Hayes,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 16:55:00
,,HELIX,,Research,,,RS-081,logout,,,James Davis,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 16:55:00
,,Sample Processing,,Research,,,LT-028,logout,,,Rebecca Zavala,Tucson,,,Laboratory Technician,Restricted,,,2026-01-06 16:55:00
,,HELIX,,Regulatory Affairs,,,RA-027,logout,,,Jeffrey Ellison,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 16:55:00
,,Payroll,,Finance,,,FA-025,logout,,,Melissa Jennings,Boston,,,Finance Analyst,Confidential,,,2026-01-06 16:55:00
,,Benefits,,Human Resources,,,HR-018,logout,,,Karen Campos,Tucson,,,Human Resources Specialist,Restricted,,,2026-01-06 16:55:00
,,Cloud Migration,,Information Technology,,,IT-001,logout,,,Joshua Blake,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-06 16:55:00
,,Analytical Chemistry,,Research,,,RS-007,logout,,,Christopher Lang,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 16:56:00
,,Analytical Chemistry,,Research,,,RS-021,logout,,,Leslie Alvarez,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 16:56:00
,,Biomarker Discovery,,Research,,,RS-026,logout,,,Julie Patton,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 16:56:00
,,Clinical Support,,Research,,,RS-033,logout,,,James Rosario,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 16:56:00
,,Analytical Chemistry,,Research,,,RS-088,logout,,,Spencer Aguilar,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 16:56:00
,,Analytical Chemistry,,Research,,,RS-113,logout,,,Jordan Williams,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 16:56:00
,,HELIX,,Regulatory Affairs,,,RA-005,logout,,,Tracy Anderson,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 16:56:00
,,Budget Planning,,Finance,,,FA-019,logout,,,Brenda Park,Tucson,,,Finance Analyst,Confidential,,,2026-01-06 16:56:00
,,Clinical Support,,Research,,,RS-015,logout,,,Carla Wade,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 16:57:00
,,Analytical Chemistry,,Research,,,RS-038,logout,,,Elizabeth Hall,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 16:57:00
,,Analytical Chemistry,,Research,,,RS-086,logout,,,Marie Wright,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 16:57:00
,,Clinical Support,,Research,,,RS-096,logout,,,Luke Young,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 16:57:00
,,Sample Processing,,Research,,,LT-021,logout,,,Bryan Murphy,Tucson,,,Laboratory Technician,Restricted,,,2026-01-06 16:57:00
,,HELIX,,Regulatory Affairs,,,RA-026,logout,,,Dale Vaughn,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 16:57:00
,,Procurement,,Finance,,,FA-032,logout,,,Megan Cox,Boston,,,Finance Analyst,Confidential,,,2026-01-06 16:57:00
,,Clinical Support,,Research,,,RS-017,logout,,,Emily Ortiz,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 16:58:00
,,Clinical Support,,Research,,,RS-045,logout,,,Thomas Butler,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 16:58:00
,,Analytical Chemistry,,Research,,,RS-077,logout,,,Maria Hopkins,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 16:58:00
,,HELIX,,Research,,,RS-118,logout,,,Jamie Bennett,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 16:58:00
,,Laboratory Operations,,Research,,,LT-024,logout,,,Sharon Henry,Tucson,,,Laboratory Technician,Restricted,,,2026-01-06 16:58:00
,,HELIX,,Research,,,LT-040,logout,,,Marcus Tucker,Tucson,,,Laboratory Technician,Restricted,,,2026-01-06 16:58:00
,,Procurement,,Finance,,,FA-034,logout,,,Steven Stevens,Boston,,,Finance Analyst,Confidential,,,2026-01-06 16:58:00
,,Learning & Development,,Human Resources,,,HR-009,logout,,,Sharon Wilson,Boston,,,Human Resources Specialist,Restricted,,,2026-01-06 16:58:00
,,Endpoint Security,,Information Technology,,,IT-023,logout,,,Daniel Diaz,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-06 16:58:00
,,Clinical Support,,Research,,,RS-061,logout,,,Laura Lucas,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 16:59:00
,,Clinical Support,,Research,,,RS-097,logout,,,Carl Mendez,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 16:59:00
,,Analytical Chemistry,,Research,,,RS-110,logout,,,Diane Brown,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 16:59:00
,,Biomarker Discovery,,Research,,,RS-112,logout,,,Tracie Smith,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 16:59:00
,,Sample Processing,,Research,,,LT-002,logout,,,Doris Singh,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 16:59:00
,,HELIX,,Research,,,LT-025,logout,,,Lauren Oconnell,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 16:59:00
,,FDA Submission,,Regulatory Affairs,,,RA-001,logout,,,Ryan Anderson,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 16:59:00
,,Quality Compliance,,Regulatory Affairs,,,RA-020,logout,,,Krista Hurst,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 16:59:00
,,Biomarker Discovery,,Research,,,RS-019,logout,,,Victoria Floyd,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:00:00
,,Analytical Chemistry,,Research,,,RS-103,logout,,,Timothy Huynh,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:00:00
,,HELIX,,Research,,,RS-129,logout,,,Deborah Bradley,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:00:00
,,Sample Processing,,Research,,,LT-045,logout,,,John Santos,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 17:00:00
,,Procurement,,Finance,,,FA-024,logout,,,Steven Walton,Boston,,,Finance Analyst,Confidential,,,2026-01-06 17:00:00
,,Analytical Chemistry,,Research,,,RS-006,logout,,,Jennifer Lewis,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 17:01:00
,,HELIX,,Research,,,RS-062,logout,,,Christian Curry,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:01:00
,,HELIX,,Research,,,RS-083,logout,,,Brandy Armstrong,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 17:01:00
,,Sample Processing,,Research,,,LT-016,logout,,,Elizabeth Anderson,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 17:01:00
,,Procurement,,Finance,,,FA-029,logout,,,Maria Robinson,Tucson,,,Finance Analyst,Confidential,,,2026-01-06 17:01:00
,,Clinical Support,,Research,,,RS-010,logout,,,Michelle Jones,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 17:02:00
,,Clinical Support,,Research,,,RS-018,logout,,,Linda Smith,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:02:00
,,Biomarker Discovery,,Research,,,RS-029,logout,,,John Mcdonald,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:02:00
,,Analytical Chemistry,,Research,,,RS-117,logout,,,Jamie Ochoa,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:02:00
,,HELIX,,Research,,,LT-014,logout,,,Nicole Bailey,Tucson,,,Laboratory Technician,Restricted,,,2026-01-06 17:02:00
,,HELIX,,Research,,,LT-035,logout,,,Toni Santos,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 17:02:00
,,Quality Compliance,,Regulatory Affairs,,,RA-006,logout,,,Howard Conway,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 17:02:00
,,Quality Compliance,,Regulatory Affairs,,,RA-033,logout,,,Nicole Taylor,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 17:02:00
,,Procurement,,Finance,,,FA-012,logout,,,Cory Hammond,Tucson,,,Finance Analyst,Confidential,,,2026-01-06 17:02:00
,,Budget Planning,,Finance,,,FA-020,logout,,,Carol King,Boston,,,Finance Analyst,Confidential,,,2026-01-06 17:02:00
,,Budget Planning,,Finance,,,FA-023,logout,,,Zachary Becker,Tucson,,,Finance Analyst,Confidential,,,2026-01-06 17:02:00
,,HELIX,,Research,,,RS-067,logout,,,Christina Hester,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:03:00
,,Analytical Chemistry,,Research,,,RS-091,logout,,,Amy Thompson,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:03:00
,,HELIX,,Research,,,RS-104,logout,,,Cindy Odonnell,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 17:03:00
,,HELIX,,Research,,,RS-125,logout,,,Elizabeth Hampton,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 17:03:00
,,Laboratory Operations,,Research,,,LT-005,logout,,,Christopher Smith,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 17:03:00
,,Sample Processing,,Research,,,LT-006,logout,,,Catherine Patterson,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 17:03:00
,,FDA Submission,,Regulatory Affairs,,,RA-007,logout,,,Roger Frederick,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 17:03:00
,,HELIX,,Regulatory Affairs,,,RA-015,logout,,,Richard Johns,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 17:03:00
,,Payroll,,Finance,,,FA-004,logout,,,Ryan Stuart,Boston,,,Finance Analyst,Confidential,,,2026-01-06 17:03:00
,,Infrastructure,,Information Technology,,,IT-032,logout,,,Sara Hernandez,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-06 17:03:00
,,Biomarker Discovery,,Research,,,RS-051,logout,,,Nicholas Reilly,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:04:00
,,Analytical Chemistry,,Research,,,RS-060,logout,,,Rebecca Johnson,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 17:04:00
,,Biomarker Discovery,,Research,,,RS-092,logout,,,Johnny Santana,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:04:00
,,HELIX,,Research,,,LT-019,logout,,,James Galloway,Tucson,,,Laboratory Technician,Restricted,,,2026-01-06 17:04:00
,,Sample Processing,,Research,,,LT-033,logout,,,Christine Rice,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 17:04:00
,,HELIX,,Research,,,LT-039,logout,,,Kirsten Collins,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 17:04:00
,,Quality Compliance,,Regulatory Affairs,,,RA-031,logout,,,Kimberly Bautista,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 17:04:00
,,Quality Compliance,,Regulatory Affairs,,,RA-032,logout,,,Donald Perez,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 17:04:00
,,Budget Planning,,Finance,,,FA-033,logout,,,Carl Johnson,Boston,,,Finance Analyst,Confidential,,,2026-01-06 17:04:00
,,Learning & Development,,Human Resources,,,HR-010,logout,,,Julia Solomon,Boston,,,Human Resources Specialist,Restricted,,,2026-01-06 17:04:00
,,Learning & Development,,Human Resources,,,HR-020,logout,,,Kendra Weiss,Boston,,,Human Resources Specialist,Restricted,,,2026-01-06 17:04:00
,,Analytical Chemistry,,Research,,,RS-004,logout,,,Mario Hammond,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:05:00
,,HELIX,,Research,,,RS-016,logout,,,Peter Johnston,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 17:05:00
,,Analytical Chemistry,,Research,,,RS-041,logout,,,George Knight,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 17:05:00
,,HELIX,,Research,,,LT-017,logout,,,Amanda Ward,Tucson,,,Laboratory Technician,Restricted,,,2026-01-06 17:05:00
,,HELIX,,Research,,,LT-029,logout,,,Paul Johnson,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 17:05:00
,,FDA Submission,,Regulatory Affairs,,,RA-023,logout,,,Michelle Paul,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 17:05:00
,,Payroll,,Finance,,,FA-017,logout,,,James Gibbs,Tucson,,,Finance Analyst,Confidential,,,2026-01-06 17:05:00
,,Recruiting,,Human Resources,,,HR-016,logout,,,William Simmons,Tucson,,,Human Resources Specialist,Restricted,,,2026-01-06 17:05:00
,,Cloud Migration,,Information Technology,,,IT-007,logout,,,Sherry Jones,Boston,,,IT Security Administrator,Trade Secret,,,2026-01-06 17:05:00
,,Analytical Chemistry,,Research,,,RS-012,logout,,,Monica Martin,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:06:00
,,Laboratory Operations,,Research,,,LT-020,logout,,,Matthew Coleman,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 17:06:00
,,Procurement,,Finance,,,FA-006,logout,,,Bryan Jones,Tucson,,,Finance Analyst,Confidential,,,2026-01-06 17:06:00
,,Benefits,,Human Resources,,,HR-017,logout,,,Nicole Calderon,Boston,,,Human Resources Specialist,Restricted,,,2026-01-06 17:06:00
,,Cloud Migration,,Information Technology,,,IT-024,logout,,,Aaron Potter,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-06 17:06:00
,,Biomarker Discovery,,Research,,,RS-001,logout,,,Susan Young,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:07:00
,,Analytical Chemistry,,Research,,,RS-131,logout,,,Adam Montgomery,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:07:00
,,Analytical Chemistry,,Research,,,RS-137,logout,,,Alexandria Bishop,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 17:07:00
,,Laboratory Operations,,Research,,,LT-022,logout,,,Antonio Summers,Tucson,,,Laboratory Technician,Restricted,,,2026-01-06 17:07:00
,,Quality Compliance,,Regulatory Affairs,,,RA-012,logout,,,Monica Howard,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 17:07:00
,,Payroll,,Finance,,,FA-031,logout,,,Larry Bender,Tucson,,,Finance Analyst,Confidential,,,2026-01-06 17:07:00
,,Learning & Development,,Human Resources,,,HR-007,logout,,,Holly Johns,Tucson,,,Human Resources Specialist,Restricted,,,2026-01-06 17:07:00
,,Endpoint Security,,Information Technology,,,IT-012,logout,,,Travis Davies,Boston,,,IT Security Administrator,Trade Secret,,,2026-01-06 17:07:00
,,Identity Modernization,,Information Technology,,,IT-025,logout,,,Amanda Gordon,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-06 17:07:00
,,Analytical Chemistry,,Research,,,RS-074,logout,,,Sandy Cook,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:08:00
,,HELIX,,Research,,,RS-120,logout,,,Thomas Perez,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:08:00
,,Laboratory Operations,,Research,,,LT-012,logout,,,Ashley Martin,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 17:08:00
,,Laboratory Operations,,Research,,,LT-031,logout,,,Dylan Martin,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 17:08:00
,,Identity Modernization,,Information Technology,,,IT-021,logout,,,Christopher Thomas,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-06 17:08:00
,,Research Portfolio,,Executive Leadership,,,EX-001,logout,,,Jonathan Hardin,Boston,,,Executive Leadership,Trade Secret,,,2026-01-06 17:08:00
,,Technology Modernization,,Executive Leadership,,,EX-005,logout,,,Cynthia Silva,Boston,,,Executive Leadership,Trade Secret,,,2026-01-06 17:08:00
,,Analytical Chemistry,,Research,,,RS-053,logout,,,Jason Robinson,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:09:00
,,HELIX,,Research,,,RS-116,logout,,,Renee Hudson,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:09:00
,,Payroll,,Finance,,,FA-021,logout,,,Mary Velasquez,Tucson,,,Finance Analyst,Confidential,,,2026-01-06 17:09:00
,,Budget Planning,,Finance,,,FA-026,logout,,,Tammy Lopez,Boston,,,Finance Analyst,Confidential,,,2026-01-06 17:09:00
,,Endpoint Security,,Information Technology,,,IT-019,logout,,,Susan Greene,Boston,,,IT Security Administrator,Trade Secret,,,2026-01-06 17:09:00
,,Biomarker Discovery,,Research,,,RS-005,logout,,,Roger Silva,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:10:00
,,HELIX,,Research,,,RS-070,logout,,,Melanie Williams,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:10:00
,,Biomarker Discovery,,Research,,,RS-078,logout,,,Christina Lee,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:10:00
,,Analytical Chemistry,,Research,,,RS-093,logout,,,Tamara Mcgee,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:10:00
,,Sample Processing,,Research,,,LT-004,logout,,,Madeline Valentine,Tucson,,,Laboratory Technician,Restricted,,,2026-01-06 17:10:00
,,HELIX,,Regulatory Affairs,,,RA-003,logout,,,Johnathan Marshall,Boston,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 17:10:00
,,Quality Compliance,,Regulatory Affairs,,,RA-036,logout,,,Christopher Cruz,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 17:10:00
,,HELIX,,Regulatory Affairs,,,RA-037,logout,,,Ryan Perez,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 17:10:00
,,Budget Planning,,Finance,,,FA-022,logout,,,Joseph Morgan,Boston,,,Finance Analyst,Confidential,,,2026-01-06 17:10:00
,,Budget Planning,,Finance,,,FA-028,logout,,,Jamie Cannon,Tucson,,,Finance Analyst,Confidential,,,2026-01-06 17:10:00
,,Recruiting,,Human Resources,,,HR-014,logout,,,Tina Lewis,Boston,,,Human Resources Specialist,Restricted,,,2026-01-06 17:10:00
,,Identity Modernization,,Information Technology,,,IT-020,logout,,,Joshua Gray,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-06 17:10:00
,,Identity Modernization,,Information Technology,,,IT-029,logout,,,Sarah Aguilar,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-06 17:10:00
,,Analytical Chemistry,,Research,,,RS-058,logout,,,Cynthia Kennedy,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:11:00
,,Clinical Support,,Research,,,RS-089,logout,,,Sandra Ramos,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:11:00
,,Biomarker Discovery,,Research,,,RS-139,logout,,,Timothy Rivas,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:11:00
,,Sample Processing,,Research,,,LT-001,logout,,,Charles Snyder,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 17:11:00
,,Laboratory Operations,,Research,,,LT-010,logout,,,Chelsea Miller,Boston,,,Laboratory Technician,Restricted,,,2026-01-06 17:11:00
,,Sample Processing,,Research,,,LT-013,logout,,,Jill Hall,Tucson,,,Laboratory Technician,Restricted,,,2026-01-06 17:11:00
,,Quality Compliance,,Regulatory Affairs,,,RA-021,logout,,,Angela Ramirez,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 17:11:00
,,Recruiting,,Human Resources,,,HR-015,logout,,,Nicholas Valenzuela,Tucson,,,Human Resources Specialist,Restricted,,,2026-01-06 17:11:00
,,Recruiting,,Human Resources,,,HR-022,logout,,,Gregory Guerrero,Boston,,,Human Resources Specialist,Restricted,,,2026-01-06 17:11:00
,,Learning & Development,,Human Resources,,,HR-024,logout,,,Jason George,Tucson,,,Human Resources Specialist,Restricted,,,2026-01-06 17:11:00
,,Cloud Migration,,Information Technology,,,IT-009,logout,,,Nicholas Stein,Boston,,,IT Security Administrator,Trade Secret,,,2026-01-06 17:11:00
,,Biomarker Discovery,,Research,,,RS-048,logout,,,Kevin Bates,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:12:00
,,Analytical Chemistry,,Research,,,RS-072,logout,,,Guy Berg,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 17:12:00
,,Biomarker Discovery,,Research,,,RS-084,logout,,,Robert Wilson,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 17:12:00
,,Laboratory Operations,,Research,,,LT-011,logout,,,Leslie Mejia,Tucson,,,Laboratory Technician,Restricted,,,2026-01-06 17:12:00
,,HELIX,,Regulatory Affairs,,,RA-014,logout,,,Tyrone Miller,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 17:12:00
,,HELIX,,Regulatory Affairs,,,RA-029,logout,,,Jeffrey Weiss,Tucson,,,Regulatory Affairs Specialist,Restricted,,,2026-01-06 17:12:00
,,Benefits,,Human Resources,,,HR-013,logout,,,Alexa Sanders,Tucson,,,Human Resources Specialist,Restricted,,,2026-01-06 17:12:00
,,Identity Modernization,,Information Technology,,,IT-005,logout,,,Tamara Pacheco,Tucson,,,IT Security Administrator,Trade Secret,,,2026-01-06 17:12:00
,,Clinical Support,,Research,,,RS-032,logout,,,Michael Sanders,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:13:00
,,Analytical Chemistry,,Research,,,RS-052,logout,,,Abigail Hayes,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:13:00
,,HELIX,,Research,,,RS-059,logout,,,Madeline Nolan,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 17:13:00
,,Biomarker Discovery,,Research,,,RS-079,logout,,,Anthony Mooney,Tucson,,,Research Scientist,Trade Secret,,,2026-01-06 17:13:00
,,Biomarker Discovery,,Research,,,RS-087,logout,,,Donna Allen,Boston,,,Research Scientist,Trade Secret,,,2026-01-06 17:13:00
